tile_name,row_start,col_start,image_path,n_predictions_conf_005,n_predictions_conf_010,n_predictions_conf_025,n_predictions_conf_050,max_confidence
candidate_0257_r7455_c5478,7455,5478,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0257_r7455_c5478.png,0,0,0,0,0.0
candidate_0259_r6989_c1109,6989,1109,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0259_r6989_c1109.png,0,0,0,0,0.0
candidate_0260_r5998_c1518,5998,1518,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0260_r5998_c1518.png,0,0,0,0,0.0
candidate_0261_r6550_c2118,6550,2118,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0261_r6550_c2118.png,0,0,0,0,0.0
candidate_0262_r9521_c573,9521,573,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0262_r9521_c573.png,0,0,0,0,0.0
candidate_0264_r6999_c997,6999,997,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0264_r6999_c997.png,0,0,0,0,0.0
candidate_0267_r10086_c918,10086,918,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0267_r10086_c918.png,0,0,0,0,0.0
candidate_0268_r8500_c1298,8500,1298,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0268_r8500_c1298.png,0,0,0,0,0.0
candidate_0270_r7070_c999,7070,999,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0270_r7070_c999.png,0,0,0,0,0.0
candidate_0271_r428_c5432,428,5432,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0271_r428_c5432.png,0,0,0,0,0.0
candidate_0274_r10354_c4231,10354,4231,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0274_r10354_c4231.png,0,0,0,0,0.0
candidate_0276_r9737_c1230,9737,1230,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0276_r9737_c1230.png,0,0,0,0,0.0
candidate_0279_r7076_c739,7076,739,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0279_r7076_c739.png,0,0,0,0,0.0
candidate_0281_r7396_c5359,7396,5359,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0281_r7396_c5359.png,0,0,0,0,0.0
candidate_0282_r10128_c76,10128,76,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0282_r10128_c76.png,0,0,0,0,0.0
candidate_0285_r7106_c736,7106,736,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0285_r7106_c736.png,0,0,0,0,0.0
candidate_0286_r7620_c5440,7620,5440,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0286_r7620_c5440.png,0,0,0,0,0.0
candidate_0288_r6136_c543,6136,543,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0288_r6136_c543.png,0,0,0,0,0.0
candidate_0289_r4597_c1535,4597,1535,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0289_r4597_c1535.png,0,0,0,0,0.0
candidate_0294_r5956_c1446,5956,1446,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0294_r5956_c1446.png,0,0,0,0,0.0
candidate_0295_r9056_c1584,9056,1584,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0295_r9056_c1584.png,0,0,0,0,0.0
candidate_0299_r4668_c197,4668,197,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0299_r4668_c197.png,0,0,0,0,0.0
candidate_0300_r10202_c1277,10202,1277,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0300_r10202_c1277.png,0,0,0,0,0.0
candidate_0301_r6764_c4515,6764,4515,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0301_r6764_c4515.png,0,0,0,0,0.0
candidate_0307_r6179_c788,6179,788,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0307_r6179_c788.png,0,0,0,0,0.0
candidate_0310_r7098_c1489,7098,1489,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0310_r7098_c1489.png,0,0,0,0,0.0
candidate_0316_r8257_c785,8257,785,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0316_r8257_c785.png,0,0,0,0,0.0
candidate_0317_r8536_c176,8536,176,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0317_r8536_c176.png,0,0,0,0,0.0
candidate_0320_r8569_c1287,8569,1287,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0320_r8569_c1287.png,0,0,0,0,0.0
candidate_0323_r7415_c5437,7415,5437,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0323_r7415_c5437.png,0,0,0,0,0.0
candidate_0324_r6262_c1567,6262,1567,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0324_r6262_c1567.png,0,0,0,0,0.0
candidate_0326_r7454_c5223,7454,5223,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0326_r7454_c5223.png,0,0,0,0,0.0
candidate_0328_r10363_c4080,10363,4080,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0328_r10363_c4080.png,0,0,0,0,0.0
candidate_0330_r6081_c326,6081,326,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0330_r6081_c326.png,0,0,0,0,0.0
candidate_0337_r5320_c580,5320,580,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0337_r5320_c580.png,0,0,0,0,0.0
candidate_0340_r4970_c1565,4970,1565,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0340_r4970_c1565.png,0,0,0,0,0.0
candidate_0342_r6103_c438,6103,438,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0342_r6103_c438.png,0,0,0,0,0.0
candidate_0344_r10184_c5235,10184,5235,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0344_r10184_c5235.png,0,0,0,0,0.0
candidate_0348_r10296_c545,10296,545,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0348_r10296_c545.png,0,0,0,0,0.0
candidate_0349_r7788_c766,7788,766,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0349_r7788_c766.png,0,0,0,0,0.0
candidate_0353_r8879_c1488,8879,1488,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0353_r8879_c1488.png,0,0,0,0,0.0
candidate_0356_r6927_c900,6927,900,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0356_r6927_c900.png,0,0,0,0,0.0
candidate_0358_r6214_c1976,6214,1976,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0358_r6214_c1976.png,0,0,0,0,0.0
candidate_0359_r4774_c1547,4774,1547,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0359_r4774_c1547.png,0,0,0,0,0.0
candidate_0360_r10289_c4029,10289,4029,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0360_r10289_c4029.png,0,0,0,0,0.0
candidate_0362_r7030_c1011,7030,1011,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0362_r7030_c1011.png,0,0,0,0,0.0
candidate_0364_r8581_c1499,8581,1499,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0364_r8581_c1499.png,0,0,0,0,0.0
candidate_0375_r6076_c1726,6076,1726,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0375_r6076_c1726.png,0,0,0,0,0.0
candidate_0377_r6191_c562,6191,562,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0377_r6191_c562.png,0,0,0,0,0.0
candidate_0380_r5304_c708,5304,708,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0380_r5304_c708.png,0,0,0,0,0.0
candidate_0381_r7842_c5164,7842,5164,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0381_r7842_c5164.png,0,0,0,0,0.0
candidate_0383_r3818_c393,3818,393,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0383_r3818_c393.png,0,0,0,0,0.0
candidate_0387_r5968_c321,5968,321,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0387_r5968_c321.png,0,0,0,0,0.0
candidate_0388_r4950_c1622,4950,1622,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0388_r4950_c1622.png,0,0,0,0,0.0
candidate_0389_r3741_c5156,3741,5156,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0389_r3741_c5156.png,0,0,0,0,0.0
candidate_0391_r5011_c1654,5011,1654,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0391_r5011_c1654.png,0,0,0,0,0.0
candidate_0393_r6554_c2765,6554,2765,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0393_r6554_c2765.png,0,0,0,0,0.0
candidate_0395_r8364_c1546,8364,1546,/home3/gdyx28/Research Project/Research Project/iraq_tells_gis/Models/model_07_nd11_4_slope_tpi_hardneg_yolo/background_mining_pool/images/candidate_0395_r8364_c1546.png,0,0,0,0,0.0
